InventoryId,Store,Brand,Description,Size,VendorNumber,VendorName,PONumber,PODate,ReceivingDate,InvoiceDate,PayDate,PurchasePrice,Quantity,Dollars,Classification
52_GRAYCOTT_16327,52,16327,Black Box Merlot,500mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,02-01-2024,11-01-2024,10-02-2024,2.61,12,31.32,2
52_GRAYCOTT_8498,52,8498,R M Woodbridge Svgn Bl Cal,1.5L,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,02-01-2024,11-01-2024,10-02-2024,5.84,6,35.04,2
54_GUTHRAM_24592,54,24592,Vendange Cab Svgn,1.5L,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,02-01-2024,11-01-2024,10-02-2024,4.69,12,56.28,2
7_STANMORE_5223,7,5223,Paul Masson Red Berry Brandy,750mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,02-01-2024,11-01-2024,10-02-2024,6.15,36,221.4,1
66_EANVERNESS_45457,66,45457,R Mondavi Meritage Pvt Slctn,750mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,01-01-2024,11-01-2024,10-02-2024,5.19,11,57.09,2
69_MOUNTMEND_26092,69,26092,Blackstone Merlot Cal,750mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,02-01-2024,11-01-2024,10-02-2024,4.79,12,57.48,2
76_DONCASTER_2690,76,2690,Black Velvet Reserve,750mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,02-01-2024,11-01-2024,10-02-2024,7.35,11,80.85,1
1_HARDERSFIELD_6565,1,6565,Clos du Bois Cab Svgn N Cst,750mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,01-01-2024,11-01-2024,10-02-2024,5.99,23,137.77,2
50_MOUNTMEND_28260,50,28260,Nathanson Creek Chard,1.5L,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,02-01-2024,11-01-2024,10-02-2024,5.19,6,31.14,2
22_SHARNWICK_10723,22,10723,R M Woodbridge Chard,1.5L,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,01-01-2024,11-01-2024,10-02-2024,6.2,6,37.2,2
54_GUTHRAM_8847,54,8847,J Roget Extra Dry,750mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,02-01-2024,11-01-2024,10-02-2024,3.97,12,47.64,2
69_MOUNTMEND_7413,69,7413,Manischewitz Blackberry Kshr,1.5L,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,02-01-2024,11-01-2024,10-02-2024,5.19,6,31.14,2
67_EANVERNESS_27835,67,27835,Wild Horse CC Pnt Nr,750mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,02-01-2024,11-01-2024,10-02-2024,9.14,8,73.12,2
1_HARDERSFIELD_3913,1,3913,Svedka Vodka,1.75L,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,01-01-2024,11-01-2024,10-02-2024,14.28,15,214.2,1
67_EANVERNESS_40096,67,40096,Black Box Cab Svgn,3L,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,02-01-2024,11-01-2024,10-02-2024,10.52,3,31.56,2
16_LUNDY_2690,16,2690,Black Velvet Reserve,750mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,03-01-2024,11-01-2024,10-02-2024,7.35,12,88.2,1
26_KNIFE'S EDGE_2114,26,2114,Black Velvet Canadian Whisky,1.75L,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,02-01-2024,11-01-2024,10-02-2024,9.41,6,56.46,1
23_ARBINGTON_32915,23,32915,Kim Crawford Svgn Bl Marlbro,750mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,02-01-2024,11-01-2024,10-02-2024,9.99,12,119.88,2
67_EANVERNESS_3804,67,3804,Svedka Vodka,750mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,02-01-2024,11-01-2024,10-02-2024,7.63,11,83.93,1
30_CULCHETH_2114,30,2114,Black Velvet Canadian Whisky,1.75L,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,01-01-2024,11-01-2024,10-02-2024,9.41,53,498.73,1
1_HARDERSFIELD_10723,1,10723,R M Woodbridge Chard,1.5L,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,01-01-2024,11-01-2024,10-02-2024,6.2,6,37.2,2
5_SUTTON_3804,5,3804,Svedka Vodka,750mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,02-01-2024,11-01-2024,10-02-2024,7.63,12,91.56,1
52_GRAYCOTT_26092,52,26092,Blackstone Merlot Cal,750mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,02-01-2024,11-01-2024,10-02-2024,4.79,12,57.48,2
76_DONCASTER_6216,76,6216,Taylor Tawny Port,1.5L,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,02-01-2024,11-01-2024,10-02-2024,5.4,6,32.4,2
34_PITMERDEN_38406,34,38406,Simi Landslide Cab Svgn Alex,750mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,02-01-2024,11-01-2024,10-02-2024,15.68,6,94.08,2
29_AYLESBURY_40096,29,40096,Black Box Cab Svgn,3L,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,02-01-2024,11-01-2024,10-02-2024,10.52,5,52.6,2
76_DONCASTER_40193,76,40193,Mark West Chard Sonoma Cnty,750mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,02-01-2024,11-01-2024,10-02-2024,4.83,12,57.96,2
50_MOUNTMEND_6960,50,6960,Cooks Brut,750mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,02-01-2024,11-01-2024,10-02-2024,4.6,12,55.2,2
54_GUTHRAM_6682,54,6682,R M Woodbridge Chard Cal,1.5L,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,02-01-2024,11-01-2024,10-02-2024,6.03,40,241.2,2
66_EANVERNESS_8504,66,8504,R M Woodbridge Cab Svgn Cal,1.5L,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,01-01-2024,11-01-2024,10-02-2024,5.84,7,40.88,2
1_HARDERSFIELD_8689,1,8689,Paul Masson Rose,3L,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,01-01-2024,11-01-2024,10-02-2024,6.49,4,25.96,2
30_CULCHETH_3150,30,3150,Svedka Mango Pineapple Vodka,750mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,01-01-2024,11-01-2024,10-02-2024,8.65,36,311.4,1
7_STANMORE_6264,7,6264,Cooks Extra Dry,750mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,02-01-2024,11-01-2024,10-02-2024,4.79,10,47.9,2
67_EANVERNESS_23212,67,23212,The Dreaming Tree Pnt Nr CA,750mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,02-01-2024,11-01-2024,10-02-2024,7.99,11,87.89,2
1_HARDERSFIELD_31231,1,31231,Nobilo Svgn Bl MarlborougH,750mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,01-01-2024,11-01-2024,10-02-2024,6.49,12,77.88,2
23_ARBINGTON_6960,23,6960,Cooks Brut,750mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,02-01-2024,11-01-2024,10-02-2024,4.6,12,55.2,2
38_GOULCREST_6650,38,6650,Simi Chard,750mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,01-01-2024,11-01-2024,10-02-2024,7.38,226,1667.88,2
78_EASTHAVEN_8504,78,8504,R M Woodbridge Cab Svgn Cal,1.5L,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,01-01-2024,11-01-2024,10-02-2024,5.84,24,140.16,2
7_STANMORE_4309,7,4309,Paul Masson Gr Amber Brandy,750mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,02-01-2024,11-01-2024,10-02-2024,7.08,35,247.8,1
54_GUTHRAM_6264,54,6264,Cooks Extra Dry,750mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,02-01-2024,11-01-2024,10-02-2024,4.79,11,52.69,2
5_SUTTON_8504,5,8504,R M Woodbridge Cab Svgn Cal,1.5L,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,02-01-2024,11-01-2024,10-02-2024,5.84,6,35.04,2
50_MOUNTMEND_6396,50,6396,Taylor Dry Sherry,1.5L,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,02-01-2024,11-01-2024,10-02-2024,5.12,10,51.2,2
1_HARDERSFIELD_25269,1,25269,R Mondavi Cab Svgn Pvt Sel,750mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,01-01-2024,11-01-2024,10-02-2024,4.62,12,55.44,2
54_GUTHRAM_8504,54,8504,R M Woodbridge Cab Svgn Cal,1.5L,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,02-01-2024,11-01-2024,10-02-2024,5.84,15,87.6,2
1_HARDERSFIELD_41546,1,41546,Monkey Bay Svgn Bl,750mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,01-01-2024,11-01-2024,10-02-2024,5.51,24,132.24,2
50_MOUNTMEND_15889,50,15889,R M Woodbridge Malbec,1.5L,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,02-01-2024,11-01-2024,10-02-2024,5.95,4,23.8,2
66_EANVERNESS_6565,66,6565,Clos du Bois Cab Svgn N Cst,750mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,01-01-2024,11-01-2024,10-02-2024,5.99,11,65.89,2
1_HARDERSFIELD_26092,1,26092,Blackstone Merlot Cal,750mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,01-01-2024,11-01-2024,10-02-2024,4.79,12,57.48,2
38_GOULCREST_3804,38,3804,Svedka Vodka,750mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,01-01-2024,11-01-2024,10-02-2024,7.63,9,68.67,1
15_WANBORNE_8155,15,8155,Black Velvet Plastic,375mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,01-01-2024,11-01-2024,10-02-2024,3.28,23,75.44,1
67_EANVERNESS_3133,67,3133,Svedka Strwbry Lemonad Vodka,750mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,02-01-2024,11-01-2024,10-02-2024,8.79,12,105.48,1
5_SUTTON_43809,5,43809,R M Woodbridge Pnt Nr,1.5L,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,02-01-2024,11-01-2024,10-02-2024,5.84,6,35.04,2
7_STANMORE_22143,7,22143,Simi Cab Svgn,750mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,02-01-2024,11-01-2024,10-02-2024,10.52,11,115.72,2
47_PELLA'S WISH_40098,47,40098,Black Box Merlot Cal,3L,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,02-01-2024,11-01-2024,10-02-2024,10.38,5,51.9,2
50_MOUNTMEND_16328,50,16328,Black Box Chard,500mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,02-01-2024,11-01-2024,10-02-2024,2.75,11,30.25,2
1_HARDERSFIELD_6216,1,6216,Taylor Tawny Port,1.5L,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,01-01-2024,11-01-2024,10-02-2024,5.4,6,32.4,2
50_MOUNTMEND_6216,50,6216,Taylor Tawny Port,1.5L,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,02-01-2024,11-01-2024,10-02-2024,5.4,6,32.4,2
23_ARBINGTON_24592,23,24592,Vendange Cab Svgn,1.5L,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,02-01-2024,11-01-2024,10-02-2024,4.69,10,46.9,2
22_SHARNWICK_40097,22,40097,Black Box Chard,3L,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,01-01-2024,11-01-2024,10-02-2024,10.59,6,63.54,2
54_GUTHRAM_23212,54,23212,The Dreaming Tree Pnt Nr CA,750mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,02-01-2024,11-01-2024,10-02-2024,7.99,12,95.88,2
78_EASTHAVEN_19748,78,19748,Clos du Bois Chard,1.5L,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,01-01-2024,11-01-2024,10-02-2024,9.2,6,55.2,2
34_PITMERDEN_6264,34,6264,Cooks Extra Dry,750mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,02-01-2024,11-01-2024,10-02-2024,4.79,7,33.53,2
76_DONCASTER_16262,76,16262,The Dreaming Tree Crush Red,750mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,02-01-2024,11-01-2024,10-02-2024,7.18,10,71.8,2
52_GRAYCOTT_16260,52,16260,The Dreaming Tree Cab Svgn,750mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,02-01-2024,11-01-2024,10-02-2024,7.58,12,90.96,2
22_SHARNWICK_42413,22,42413,R M Woodbridge Rsl,1.5L,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,01-01-2024,11-01-2024,10-02-2024,5.84,6,35.04,2
29_AYLESBURY_42602,29,42602,3 Blind Moose Chard Cal,750mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,02-01-2024,11-01-2024,10-02-2024,5.88,12,70.56,2
34_PITMERDEN_18449,34,18449,R Mondavi Heritage Red,750mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,02-01-2024,11-01-2024,10-02-2024,4.53,12,54.36,2
47_PELLA'S WISH_17814,47,17814,Ruffino Chianti Clsc Rsv Gld,750mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,02-01-2024,11-01-2024,10-02-2024,23.64,10,236.4,2
15_WANBORNE_44208,15,44208,Black Box Pnt Grigio,3L,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,01-01-2024,11-01-2024,10-02-2024,10.95,6,65.7,2
54_GUTHRAM_3913,54,3913,Svedka Vodka,1.75L,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,02-01-2024,11-01-2024,10-02-2024,14.28,3,42.84,1
67_EANVERNESS_44452,67,44452,Ravenswood Zen of Zin Znfdl,750mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,02-01-2024,11-01-2024,10-02-2024,6.49,11,71.39,2
34_PITMERDEN_6479,34,6479,Clos du Bois Chard,750mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,02-01-2024,11-01-2024,10-02-2024,5.95,11,65.45,2
38_GOULCREST_22899,38,22899,Simi Svgn Bl,750mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,01-01-2024,11-01-2024,10-02-2024,6.53,132,861.96,2
37_PAETHSMOUTH_16328,37,16328,Black Box Chard,500mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,02-01-2024,11-01-2024,10-02-2024,2.75,12,33,2
30_CULCHETH_28947,30,28947,R M Woodbridge Merlot Cal,1.5L,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,01-01-2024,11-01-2024,10-02-2024,5.91,11,65.01,2
54_GUTHRAM_10472,54,10472,Clos du Bois Pnt Nr Cal,750mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,02-01-2024,11-01-2024,10-02-2024,6.07,12,72.84,2
54_GUTHRAM_3373,54,3373,Svedka Citron Vodka,1.75L,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,02-01-2024,11-01-2024,10-02-2024,13.86,3,41.58,1
47_PELLA'S WISH_6296,47,6296,Taylor Sherry,1.5L,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,02-01-2024,11-01-2024,10-02-2024,5.34,6,32.04,2
67_EANVERNESS_3356,67,3356,Svedka Vodka,375mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,02-01-2024,11-01-2024,10-02-2024,4.47,10,44.7,1
54_GUTHRAM_40193,54,40193,Mark West Chard Sonoma Cnty,750mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,02-01-2024,11-01-2024,10-02-2024,4.83,12,57.96,2
78_EASTHAVEN_2114,78,2114,Black Velvet Canadian Whisky,1.75L,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,01-01-2024,11-01-2024,10-02-2024,9.41,6,56.46,1
22_SHARNWICK_26463,22,26463,Ravenswood Vints Blend Znfdl,750mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,01-01-2024,11-01-2024,10-02-2024,4.65,12,55.8,2
18_FURNESS_8922,18,8922,Taylor Lake Country Red,3L,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,02-01-2024,11-01-2024,10-02-2024,5.4,4,21.6,2
23_ARBINGTON_41546,23,41546,Monkey Bay Svgn Bl,750mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,02-01-2024,11-01-2024,10-02-2024,5.51,6,33.06,2
38_GOULCREST_3913,38,3913,Svedka Vodka,1.75L,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,01-01-2024,11-01-2024,10-02-2024,14.28,108,1542.24,1
23_ARBINGTON_10723,23,10723,R M Woodbridge Chard,1.5L,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,02-01-2024,11-01-2024,10-02-2024,6.2,11,68.2,2
67_EANVERNESS_37792,67,37792,Blackstone Pnt Nr Monterey,750mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,02-01-2024,11-01-2024,10-02-2024,4.63,9,41.67,2
37_PAETHSMOUTH_35472,37,35472,R M Woodbridge Pnt Grigio,1.5L,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,02-01-2024,11-01-2024,10-02-2024,5.88,6,35.28,2
47_PELLA'S WISH_3804,47,3804,Svedka Vodka,750mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,02-01-2024,11-01-2024,10-02-2024,7.63,12,91.56,1
15_WANBORNE_22143,15,22143,Simi Cab Svgn,750mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,01-01-2024,11-01-2024,10-02-2024,10.52,24,252.48,2
30_CULCHETH_3356,30,3356,Svedka Vodka,375mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,01-01-2024,11-01-2024,10-02-2024,4.47,12,53.64,1
76_DONCASTER_3913,76,3913,Svedka Vodka,1.75L,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,02-01-2024,11-01-2024,10-02-2024,14.28,14,199.92,1
22_SHARNWICK_44208,22,44208,Black Box Pnt Grigio,3L,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,01-01-2024,11-01-2024,10-02-2024,10.95,6,65.7,2
66_EANVERNESS_15321,66,15321,Blufeld Rsl,750mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,01-01-2024,11-01-2024,10-02-2024,5.99,12,71.88,2
38_GOULCREST_3150,38,3150,Svedka Mango Pineapple Vodka,750mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,01-01-2024,11-01-2024,10-02-2024,8.65,36,311.4,1
34_PITMERDEN_28260,34,28260,Nathanson Creek Chard,1.5L,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,02-01-2024,11-01-2024,10-02-2024,5.19,7,36.33,2
30_CULCHETH_8329,30,8329,R Mondavi Chard Pvt Sel,750mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,01-01-2024,11-01-2024,10-02-2024,4.68,12,56.16,2
34_PITMERDEN_25269,34,25269,R Mondavi Cab Svgn Pvt Sel,750mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,02-01-2024,11-01-2024,10-02-2024,4.62,12,55.44,2
1_HARDERSFIELD_38850,1,38850,Ravenswood Vntrs Bl Cab Svgn,750mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,01-01-2024,11-01-2024,10-02-2024,4.65,12,55.8,2
22_SHARNWICK_6682,22,6682,R M Woodbridge Chard Cal,1.5L,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,01-01-2024,11-01-2024,10-02-2024,6.03,59,355.77,2
66_EANVERNESS_28947,66,28947,R M Woodbridge Merlot Cal,1.5L,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,01-01-2024,11-01-2024,10-02-2024,5.91,2,11.82,2
67_EANVERNESS_8455,67,8455,R Mondavi Fume Bl Napa Vly,750mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,02-01-2024,11-01-2024,10-02-2024,10.88,10,108.8,2
1_HARDERSFIELD_3220,1,3220,Svedka Clementine Vodka,1.75L,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,01-01-2024,11-01-2024,10-02-2024,14.72,6,88.32,1
7_STANMORE_22899,7,22899,Simi Svgn Bl,750mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,02-01-2024,11-01-2024,10-02-2024,6.53,84,548.52,2
1_HARDERSFIELD_6213,1,6213,Taylor Red Port,1.5L,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,01-01-2024,11-01-2024,10-02-2024,5.51,4,22.04,2
30_CULCHETH_26092,30,26092,Blackstone Merlot Cal,750mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,01-01-2024,11-01-2024,10-02-2024,4.79,12,57.48,2
5_SUTTON_6213,5,6213,Taylor Red Port,1.5L,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,02-01-2024,11-01-2024,10-02-2024,5.51,11,60.61,2
22_SHARNWICK_43809,22,43809,R M Woodbridge Pnt Nr,1.5L,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,01-01-2024,11-01-2024,10-02-2024,5.84,4,23.36,2
30_CULCHETH_35472,30,35472,R M Woodbridge Pnt Grigio,1.5L,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,01-01-2024,11-01-2024,10-02-2024,5.88,17,99.96,2
38_GOULCREST_7159,38,7159,Ruffino Chianti,750mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,01-01-2024,11-01-2024,10-02-2024,4.72,9,42.48,2
1_HARDERSFIELD_2117,1,2117,Black Velvet Traveler,750mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,01-01-2024,11-01-2024,10-02-2024,5.88,11,64.68,1
15_WANBORNE_38441,15,38441,Toasted Head Cab Svgn,750mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,01-01-2024,11-01-2024,10-02-2024,6.7,12,80.4,2
38_GOULCREST_25269,38,25269,R Mondavi Cab Svgn Pvt Sel,750mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,01-01-2024,11-01-2024,10-02-2024,4.62,31,143.22,2
34_PITMERDEN_28258,34,28258,Nathanson Creek Cab Svgn,1.5L,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,02-01-2024,11-01-2024,10-02-2024,5.36,6,32.16,2
64_CESTERFIELD_10723,64,10723,R M Woodbridge Chard,1.5L,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,02-01-2024,11-01-2024,10-02-2024,6.2,2,12.4,2
50_MOUNTMEND_6360,50,6360,Taylor Nys Cream Sherry,3L,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,02-01-2024,11-01-2024,10-02-2024,9.26,4,37.04,2
76_DONCASTER_3804,76,3804,Svedka Vodka,750mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,02-01-2024,11-01-2024,10-02-2024,7.63,10,76.3,1
34_PITMERDEN_31231,34,31231,Nobilo Svgn Bl MarlborougH,750mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,02-01-2024,11-01-2024,10-02-2024,6.49,10,64.9,2
1_HARDERSFIELD_23692,1,23692,R Mondavi Merlot Napa,750mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,01-01-2024,11-01-2024,10-02-2024,12.66,12,151.92,2
67_EANVERNESS_3373,67,3373,Svedka Citron Vodka,1.75L,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,02-01-2024,11-01-2024,10-02-2024,13.86,3,41.58,1
7_STANMORE_14818,7,14818,Simi Pnt Nr Sonoma Cnty,750mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,02-01-2024,11-01-2024,10-02-2024,10.73,24,257.52,2
52_GRAYCOTT_18758,52,18758,Mouton Cadet Sauvignon Blanc,750mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,02-01-2024,11-01-2024,10-02-2024,6.62,12,79.44,2
1_HARDERSFIELD_18449,1,18449,R Mondavi Heritage Red,750mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,01-01-2024,11-01-2024,10-02-2024,4.53,12,54.36,2
1_HARDERSFIELD_32915,1,32915,Kim Crawford Svgn Bl Marlbro,750mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,01-01-2024,11-01-2024,10-02-2024,9.99,23,229.77,2
7_STANMORE_15748,7,15748,Rioja Vega Tempranillo Garna,750mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,02-01-2024,11-01-2024,10-02-2024,5.44,11,59.84,2
30_CULCHETH_18817,30,18817,The Dreaming Tree Everyday,750mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,01-01-2024,11-01-2024,10-02-2024,8.6,12,103.2,2
34_PITMERDEN_3804,34,3804,Svedka Vodka,750mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,02-01-2024,11-01-2024,10-02-2024,7.63,10,76.3,1
78_EASTHAVEN_3804,78,3804,Svedka Vodka,750mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,01-01-2024,11-01-2024,10-02-2024,7.63,12,91.56,1
15_WANBORNE_8847,15,8847,J Roget Extra Dry,750mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,01-01-2024,11-01-2024,10-02-2024,3.97,12,47.64,2
30_CULCHETH_22899,30,22899,Simi Svgn Bl,750mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,01-01-2024,11-01-2024,10-02-2024,6.53,12,78.36,2
1_HARDERSFIELD_24455,1,24455,Franciscan Cab Svgn Napa,750mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,01-01-2024,11-01-2024,10-02-2024,11.71,10,117.1,2
5_SUTTON_6329,5,6329,R M Woodbridge Wh Znfdl Cal,1.5L,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,02-01-2024,11-01-2024,10-02-2024,6.2,6,37.2,2
30_CULCHETH_6396,30,6396,Taylor Dry Sherry,1.5L,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,01-01-2024,11-01-2024,10-02-2024,5.12,6,30.72,2
76_DONCASTER_10472,76,10472,Clos du Bois Pnt Nr Cal,750mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,02-01-2024,11-01-2024,10-02-2024,6.07,22,133.54,2
54_GUTHRAM_6329,54,6329,R M Woodbridge Wh Znfdl Cal,1.5L,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,02-01-2024,11-01-2024,10-02-2024,6.2,5,31,2
22_SHARNWICK_25269,22,25269,R Mondavi Cab Svgn Pvt Sel,750mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,01-01-2024,11-01-2024,10-02-2024,4.62,12,55.44,2
38_GOULCREST_4309,38,4309,Paul Masson Gr Amber Brandy,750mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,01-01-2024,11-01-2024,10-02-2024,7.08,10,70.8,1
54_GUTHRAM_6567,54,6567,Clos du Bois Merlot N Cst,750mL,1392,CONSTELLATION BRANDS INC   ,8108,20-12-2023,02-01-2024,11-01-2024,10-02-2024,6.12,11,67.32,2
