InventoryId,Store,Brand,Description,Size,SalesQuantity,SalesDollars,SalesPrice,SalesDate,Volume,Classification,ExciseTax,VendorNo,VendorName
1_HARDERSFIELD_11367,1,11367,Two Oceans WstrnCape Svgn Bl,750mL,1,9.99,9.99,15-01-2024,750,2,0.11,9165,ULTRA BEVERAGE COMPANY LLP 
1_HARDERSFIELD_11367,1,11367,Two Oceans WstrnCape Svgn Bl,750mL,1,9.99,9.99,24-01-2024,750,2,0.11,9165,ULTRA BEVERAGE COMPANY LLP 
1_HARDERSFIELD_11367,1,11367,Two Oceans WstrnCape Svgn Bl,750mL,2,19.98,9.99,28-01-2024,750,2,0.22,9165,ULTRA BEVERAGE COMPANY LLP 
1_HARDERSFIELD_11367,1,11367,Two Oceans WstrnCape Svgn Bl,750mL,4,39.96,9.99,30-01-2024,750,2,0.45,9165,ULTRA BEVERAGE COMPANY LLP 
1_HARDERSFIELD_11414,1,11414,Beringer Classic Moscato,750mL,1,6.99,6.99,15-01-2024,750,2,0.11,9819,TREASURY WINE ESTATES      
1_HARDERSFIELD_11414,1,11414,Beringer Classic Moscato,750mL,1,6.99,6.99,23-01-2024,750,2,0.11,9819,TREASURY WINE ESTATES      
1_HARDERSFIELD_11420,1,11420,Aresti Est Chardonnay,750mL,1,4.99,4.99,17-01-2024,750,2,0.11,90024,VINILANDIA USA             
1_HARDERSFIELD_11420,1,11420,Aresti Est Chardonnay,750mL,6,29.94,4.99,20-01-2024,750,2,0.68,90024,VINILANDIA USA             
1_HARDERSFIELD_11440,1,11440,Peter Vella Sangria B/B,5L,1,14.99,14.99,06-01-2024,5000,2,0.75,3252,E & J GALLO WINERY         
1_HARDERSFIELD_11440,1,11440,Peter Vella Sangria B/B,5L,1,14.99,14.99,09-01-2024,5000,2,0.75,3252,E & J GALLO WINERY         
1_HARDERSFIELD_11440,1,11440,Peter Vella Sangria B/B,5L,1,14.99,14.99,24-01-2024,5000,2,0.75,3252,E & J GALLO WINERY         
1_HARDERSFIELD_11440,1,11440,Peter Vella Sangria B/B,5L,1,14.99,14.99,26-01-2024,5000,2,0.75,3252,E & J GALLO WINERY         
1_HARDERSFIELD_11449,1,11449,Cambridge & Sunset Pnt Nr,750mL,1,13.99,13.99,12-01-2024,750,2,0.11,10754,PERFECTA WINES             
1_HARDERSFIELD_11456,1,11456,Burgess Cab Svgn Napa,750mL,1,35.99,35.99,02-01-2024,750,2,0.11,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_11456,1,11456,Burgess Cab Svgn Napa,750mL,2,69.98,34.99,23-01-2024,750,2,0.22,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_11480,1,11480,Candia Vyds Noiret Vault RSV,750mL,1,14.99,14.99,29-01-2024,750,2,0.11,90046,CANDIA VINEYARDS           
1_HARDERSFIELD_11488,1,11488,C K Mondavi Cab Svgn,1.5L,1,10.99,10.99,05-01-2024,1500,2,0.22,2000,SOUTHERN WINE & SPIRITS NE 
1_HARDERSFIELD_11488,1,11488,C K Mondavi Cab Svgn,1.5L,3,32.97,10.99,08-01-2024,1500,2,0.68,2000,SOUTHERN WINE & SPIRITS NE 
1_HARDERSFIELD_11488,1,11488,C K Mondavi Cab Svgn,1.5L,1,10.99,10.99,13-01-2024,1500,2,0.22,2000,SOUTHERN WINE & SPIRITS NE 
1_HARDERSFIELD_11488,1,11488,C K Mondavi Cab Svgn,1.5L,1,10.99,10.99,22-01-2024,1500,2,0.22,2000,SOUTHERN WINE & SPIRITS NE 
1_HARDERSFIELD_115,1,115,Belvedere Vodka,Liter,2,55.98,27.99,05-01-2024,1000,1,2.1,8112,MOET HENNESSY USA INC      
1_HARDERSFIELD_115,1,115,Belvedere Vodka,Liter,1,27.99,27.99,06-01-2024,1000,1,1.05,8112,MOET HENNESSY USA INC      
1_HARDERSFIELD_115,1,115,Belvedere Vodka,Liter,1,27.99,27.99,07-01-2024,1000,1,1.05,8112,MOET HENNESSY USA INC      
1_HARDERSFIELD_115,1,115,Belvedere Vodka,Liter,1,27.99,27.99,09-01-2024,1000,1,1.05,8112,MOET HENNESSY USA INC      
1_HARDERSFIELD_115,1,115,Belvedere Vodka,Liter,1,27.99,27.99,12-01-2024,1000,1,1.05,8112,MOET HENNESSY USA INC      
1_HARDERSFIELD_115,1,115,Belvedere Vodka,Liter,1,27.99,27.99,13-01-2024,1000,1,1.05,8112,MOET HENNESSY USA INC      
1_HARDERSFIELD_115,1,115,Belvedere Vodka,Liter,1,27.99,27.99,21-01-2024,1000,1,1.05,8112,MOET HENNESSY USA INC      
1_HARDERSFIELD_115,1,115,Belvedere Vodka,Liter,2,55.98,27.99,23-01-2024,1000,1,2.1,8112,MOET HENNESSY USA INC      
1_HARDERSFIELD_115,1,115,Belvedere Vodka,Liter,1,27.99,27.99,24-01-2024,1000,1,1.05,8112,MOET HENNESSY USA INC      
1_HARDERSFIELD_115,1,115,Belvedere Vodka,Liter,1,27.99,27.99,30-01-2024,1000,1,1.05,8112,MOET HENNESSY USA INC      
1_HARDERSFIELD_1168,1,1168,Old Grand Dad Bonded,750mL,4,79.96,19.99,07-01-2024,750,1,3.15,12546,JIM BEAM BRANDS COMPANY    
1_HARDERSFIELD_1168,1,1168,Old Grand Dad Bonded,750mL,1,19.99,19.99,17-01-2024,750,1,0.79,12546,JIM BEAM BRANDS COMPANY    
1_HARDERSFIELD_1168,1,1168,Old Grand Dad Bonded,750mL,2,39.98,19.99,22-01-2024,750,1,1.57,12546,JIM BEAM BRANDS COMPANY    
1_HARDERSFIELD_1168,1,1168,Old Grand Dad Bonded,750mL,1,19.99,19.99,23-01-2024,750,1,0.79,12546,JIM BEAM BRANDS COMPANY    
1_HARDERSFIELD_1168,1,1168,Old Grand Dad Bonded,750mL,1,19.99,19.99,24-01-2024,750,1,0.79,12546,JIM BEAM BRANDS COMPANY    
1_HARDERSFIELD_11698,1,11698,Lamberti Prosecco X Dry,750mL,2,23.98,11.99,04-01-2024,750,2,0.22,9744,FREDERICK WILDMAN & SONS   
1_HARDERSFIELD_11698,1,11698,Lamberti Prosecco X Dry,750mL,1,11.99,11.99,08-01-2024,750,2,0.11,9744,FREDERICK WILDMAN & SONS   
1_HARDERSFIELD_11698,1,11698,Lamberti Prosecco X Dry,750mL,1,11.99,11.99,09-01-2024,750,2,0.11,9744,FREDERICK WILDMAN & SONS   
1_HARDERSFIELD_11698,1,11698,Lamberti Prosecco X Dry,750mL,1,11.99,11.99,15-01-2024,750,2,0.11,9744,FREDERICK WILDMAN & SONS   
1_HARDERSFIELD_11698,1,11698,Lamberti Prosecco X Dry,750mL,1,11.99,11.99,21-01-2024,750,2,0.11,9744,FREDERICK WILDMAN & SONS   
1_HARDERSFIELD_11698,1,11698,Lamberti Prosecco X Dry,750mL,1,11.99,11.99,23-01-2024,750,2,0.11,9744,FREDERICK WILDMAN & SONS   
1_HARDERSFIELD_11698,1,11698,Lamberti Prosecco X Dry,750mL,2,23.98,11.99,24-01-2024,750,2,0.22,9744,FREDERICK WILDMAN & SONS   
1_HARDERSFIELD_11698,1,11698,Lamberti Prosecco X Dry,750mL,1,11.99,11.99,25-01-2024,750,2,0.11,9744,FREDERICK WILDMAN & SONS   
1_HARDERSFIELD_11698,1,11698,Lamberti Prosecco X Dry,750mL,1,11.99,11.99,26-01-2024,750,2,0.11,9744,FREDERICK WILDMAN & SONS   
1_HARDERSFIELD_11698,1,11698,Lamberti Prosecco X Dry,750mL,4,47.96,11.99,29-01-2024,750,2,0.45,9744,FREDERICK WILDMAN & SONS   
1_HARDERSFIELD_11698,1,11698,Lamberti Prosecco X Dry,750mL,3,35.97,11.99,30-01-2024,750,2,0.34,9744,FREDERICK WILDMAN & SONS   
1_HARDERSFIELD_11698,1,11698,Lamberti Prosecco X Dry,750mL,1,11.99,11.99,31-01-2024,750,2,0.11,9744,FREDERICK WILDMAN & SONS   
1_HARDERSFIELD_1174,1,1174,Rebel Yell,1.75L,2,43.98,21.99,09-01-2024,1750,1,3.67,8352,LUXCO INC                  
1_HARDERSFIELD_1174,1,1174,Rebel Yell,1.75L,1,21.99,21.99,15-01-2024,1750,1,1.84,8352,LUXCO INC                  
1_HARDERSFIELD_1174,1,1174,Rebel Yell,1.75L,2,43.98,21.99,29-01-2024,1750,1,3.67,8352,LUXCO INC                  
1_HARDERSFIELD_1174,1,1174,Rebel Yell,1.75L,3,65.97,21.99,30-01-2024,1750,1,5.51,8352,LUXCO INC                  
1_HARDERSFIELD_11771,1,11771,Palagetto Sottobosco Rosso,750mL,1,29.99,29.99,31-01-2024,750,2,0.11,7153,PINE STATE TRADING CO      
1_HARDERSFIELD_1178,1,1178,Evan Williams Black Label B,750mL,1,11.49,11.49,04-01-2024,750,1,0.79,3924,HEAVEN HILL DISTILLERIES   
1_HARDERSFIELD_1178,1,1178,Evan Williams Black Label B,750mL,1,11.49,11.49,05-01-2024,750,1,0.79,3924,HEAVEN HILL DISTILLERIES   
1_HARDERSFIELD_1178,1,1178,Evan Williams Black Label B,750mL,2,22.98,11.49,06-01-2024,750,1,1.57,3924,HEAVEN HILL DISTILLERIES   
1_HARDERSFIELD_1178,1,1178,Evan Williams Black Label B,750mL,1,11.49,11.49,07-01-2024,750,1,0.79,3924,HEAVEN HILL DISTILLERIES   
1_HARDERSFIELD_1178,1,1178,Evan Williams Black Label B,750mL,1,11.49,11.49,09-01-2024,750,1,0.79,3924,HEAVEN HILL DISTILLERIES   
1_HARDERSFIELD_1178,1,1178,Evan Williams Black Label B,750mL,1,11.49,11.49,13-01-2024,750,1,0.79,3924,HEAVEN HILL DISTILLERIES   
1_HARDERSFIELD_1178,1,1178,Evan Williams Black Label B,750mL,1,11.49,11.49,20-01-2024,750,1,0.79,3924,HEAVEN HILL DISTILLERIES   
1_HARDERSFIELD_1178,1,1178,Evan Williams Black Label B,750mL,1,11.49,11.49,23-01-2024,750,1,0.79,3924,HEAVEN HILL DISTILLERIES   
1_HARDERSFIELD_1178,1,1178,Evan Williams Black Label B,750mL,2,22.98,11.49,26-01-2024,750,1,1.57,3924,HEAVEN HILL DISTILLERIES   
1_HARDERSFIELD_1178,1,1178,Evan Williams Black Label B,750mL,1,11.49,11.49,27-01-2024,750,1,0.79,3924,HEAVEN HILL DISTILLERIES   
1_HARDERSFIELD_1178,1,1178,Evan Williams Black Label B,750mL,1,11.49,11.49,29-01-2024,750,1,0.79,3924,HEAVEN HILL DISTILLERIES   
1_HARDERSFIELD_1180,1,1180,Evan Williams Black Label B,1.75L,2,41.98,20.99,02-01-2024,1750,1,3.67,3924,HEAVEN HILL DISTILLERIES   
1_HARDERSFIELD_1180,1,1180,Evan Williams Black Label B,1.75L,1,17.99,17.99,05-01-2024,1750,1,1.84,3924,HEAVEN HILL DISTILLERIES   
1_HARDERSFIELD_1180,1,1180,Evan Williams Black Label B,1.75L,1,17.99,17.99,06-01-2024,1750,1,1.84,3924,HEAVEN HILL DISTILLERIES   
1_HARDERSFIELD_1180,1,1180,Evan Williams Black Label B,1.75L,2,35.98,17.99,07-01-2024,1750,1,3.67,3924,HEAVEN HILL DISTILLERIES   
1_HARDERSFIELD_1180,1,1180,Evan Williams Black Label B,1.75L,4,71.96,17.99,08-01-2024,1750,1,7.35,3924,HEAVEN HILL DISTILLERIES   
1_HARDERSFIELD_1180,1,1180,Evan Williams Black Label B,1.75L,1,17.99,17.99,09-01-2024,1750,1,1.84,3924,HEAVEN HILL DISTILLERIES   
1_HARDERSFIELD_1180,1,1180,Evan Williams Black Label B,1.75L,6,107.94,17.99,10-01-2024,1750,1,11.02,3924,HEAVEN HILL DISTILLERIES   
1_HARDERSFIELD_1180,1,1180,Evan Williams Black Label B,1.75L,1,17.99,17.99,11-01-2024,1750,1,1.84,3924,HEAVEN HILL DISTILLERIES   
1_HARDERSFIELD_1180,1,1180,Evan Williams Black Label B,1.75L,1,17.99,17.99,13-01-2024,1750,1,1.84,3924,HEAVEN HILL DISTILLERIES   
1_HARDERSFIELD_1180,1,1180,Evan Williams Black Label B,1.75L,4,71.96,17.99,15-01-2024,1750,1,7.35,3924,HEAVEN HILL DISTILLERIES   
1_HARDERSFIELD_1180,1,1180,Evan Williams Black Label B,1.75L,2,35.98,17.99,17-01-2024,1750,1,3.67,3924,HEAVEN HILL DISTILLERIES   
1_HARDERSFIELD_1180,1,1180,Evan Williams Black Label B,1.75L,2,35.98,17.99,20-01-2024,1750,1,3.67,3924,HEAVEN HILL DISTILLERIES   
1_HARDERSFIELD_1180,1,1180,Evan Williams Black Label B,1.75L,4,71.96,17.99,27-01-2024,1750,1,7.35,3924,HEAVEN HILL DISTILLERIES   
1_HARDERSFIELD_1180,1,1180,Evan Williams Black Label B,1.75L,1,17.99,17.99,28-01-2024,1750,1,1.84,3924,HEAVEN HILL DISTILLERIES   
1_HARDERSFIELD_1180,1,1180,Evan Williams Black Label B,1.75L,2,35.98,17.99,29-01-2024,1750,1,3.67,3924,HEAVEN HILL DISTILLERIES   
1_HARDERSFIELD_1180,1,1180,Evan Williams Black Label B,1.75L,1,17.99,17.99,30-01-2024,1750,1,1.84,3924,HEAVEN HILL DISTILLERIES   
1_HARDERSFIELD_1180,1,1180,Evan Williams Black Label B,1.75L,2,35.98,17.99,31-01-2024,1750,1,3.67,3924,HEAVEN HILL DISTILLERIES   
1_HARDERSFIELD_11825,1,11825,Cupcake Cab Svgn,750mL,1,8.49,8.49,04-01-2024,750,2,0.11,9815,WINE GROUP INC             
1_HARDERSFIELD_11825,1,11825,Cupcake Cab Svgn,750mL,12,101.88,8.49,05-01-2024,750,2,1.35,9815,WINE GROUP INC             
1_HARDERSFIELD_11825,1,11825,Cupcake Cab Svgn,750mL,4,33.96,8.49,07-01-2024,750,2,0.45,9815,WINE GROUP INC             
1_HARDERSFIELD_11825,1,11825,Cupcake Cab Svgn,750mL,3,25.47,8.49,10-01-2024,750,2,0.34,9815,WINE GROUP INC             
1_HARDERSFIELD_11825,1,11825,Cupcake Cab Svgn,750mL,4,33.96,8.49,11-01-2024,750,2,0.45,9815,WINE GROUP INC             
1_HARDERSFIELD_11825,1,11825,Cupcake Cab Svgn,750mL,1,8.49,8.49,13-01-2024,750,2,0.11,9815,WINE GROUP INC             
1_HARDERSFIELD_11825,1,11825,Cupcake Cab Svgn,750mL,1,8.49,8.49,15-01-2024,750,2,0.11,9815,WINE GROUP INC             
1_HARDERSFIELD_11825,1,11825,Cupcake Cab Svgn,750mL,1,8.49,8.49,17-01-2024,750,2,0.11,9815,WINE GROUP INC             
1_HARDERSFIELD_11825,1,11825,Cupcake Cab Svgn,750mL,1,8.49,8.49,19-01-2024,750,2,0.11,9815,WINE GROUP INC             
1_HARDERSFIELD_11825,1,11825,Cupcake Cab Svgn,750mL,2,16.98,8.49,21-01-2024,750,2,0.22,9815,WINE GROUP INC             
1_HARDERSFIELD_11825,1,11825,Cupcake Cab Svgn,750mL,5,42.45,8.49,23-01-2024,750,2,0.56,9815,WINE GROUP INC             
1_HARDERSFIELD_11825,1,11825,Cupcake Cab Svgn,750mL,2,16.98,8.49,24-01-2024,750,2,0.22,9815,WINE GROUP INC             
1_HARDERSFIELD_11825,1,11825,Cupcake Cab Svgn,750mL,1,8.49,8.49,27-01-2024,750,2,0.11,9815,WINE GROUP INC             
1_HARDERSFIELD_11825,1,11825,Cupcake Cab Svgn,750mL,4,33.96,8.49,28-01-2024,750,2,0.45,9815,WINE GROUP INC             
1_HARDERSFIELD_11826,1,11826,Cupcake Chard,750mL,1,7.49,7.49,02-01-2024,750,2,0.11,9815,WINE GROUP INC             
1_HARDERSFIELD_11826,1,11826,Cupcake Chard,750mL,5,37.45,7.49,03-01-2024,750,2,0.56,9815,WINE GROUP INC             
1_HARDERSFIELD_11826,1,11826,Cupcake Chard,750mL,12,101.88,8.49,05-01-2024,750,2,1.35,9815,WINE GROUP INC             
1_HARDERSFIELD_11826,1,11826,Cupcake Chard,750mL,2,16.98,8.49,06-01-2024,750,2,0.22,9815,WINE GROUP INC             
1_HARDERSFIELD_11826,1,11826,Cupcake Chard,750mL,2,16.98,8.49,09-01-2024,750,2,0.22,9815,WINE GROUP INC             
1_HARDERSFIELD_11826,1,11826,Cupcake Chard,750mL,1,8.49,8.49,10-01-2024,750,2,0.11,9815,WINE GROUP INC             
1_HARDERSFIELD_11826,1,11826,Cupcake Chard,750mL,4,33.96,8.49,14-01-2024,750,2,0.45,9815,WINE GROUP INC             
1_HARDERSFIELD_11826,1,11826,Cupcake Chard,750mL,3,25.47,8.49,15-01-2024,750,2,0.34,9815,WINE GROUP INC             
1_HARDERSFIELD_11826,1,11826,Cupcake Chard,750mL,1,8.49,8.49,17-01-2024,750,2,0.11,9815,WINE GROUP INC             
1_HARDERSFIELD_11826,1,11826,Cupcake Chard,750mL,1,8.49,8.49,20-01-2024,750,2,0.11,9815,WINE GROUP INC             
1_HARDERSFIELD_11826,1,11826,Cupcake Chard,750mL,1,8.49,8.49,21-01-2024,750,2,0.11,9815,WINE GROUP INC             
1_HARDERSFIELD_11826,1,11826,Cupcake Chard,750mL,3,25.47,8.49,23-01-2024,750,2,0.34,9815,WINE GROUP INC             
1_HARDERSFIELD_11826,1,11826,Cupcake Chard,750mL,1,8.49,8.49,26-01-2024,750,2,0.11,9815,WINE GROUP INC             
1_HARDERSFIELD_11826,1,11826,Cupcake Chard,750mL,5,42.45,8.49,28-01-2024,750,2,0.56,9815,WINE GROUP INC             
1_HARDERSFIELD_11827,1,11827,Cupcake Merlot,750mL,14,118.86,8.49,05-01-2024,750,2,1.57,9815,WINE GROUP INC             
1_HARDERSFIELD_11827,1,11827,Cupcake Merlot,750mL,2,16.98,8.49,10-01-2024,750,2,0.22,9815,WINE GROUP INC             
1_HARDERSFIELD_11827,1,11827,Cupcake Merlot,750mL,2,16.98,8.49,13-01-2024,750,2,0.22,9815,WINE GROUP INC             
1_HARDERSFIELD_11827,1,11827,Cupcake Merlot,750mL,1,8.49,8.49,19-01-2024,750,2,0.11,9815,WINE GROUP INC             
1_HARDERSFIELD_11827,1,11827,Cupcake Merlot,750mL,3,25.47,8.49,22-01-2024,750,2,0.34,9815,WINE GROUP INC             
1_HARDERSFIELD_11827,1,11827,Cupcake Merlot,750mL,2,16.98,8.49,23-01-2024,750,2,0.22,9815,WINE GROUP INC             
1_HARDERSFIELD_11827,1,11827,Cupcake Merlot,750mL,2,16.98,8.49,25-01-2024,750,2,0.22,9815,WINE GROUP INC             
1_HARDERSFIELD_11828,1,11828,Cupcake Svgn Bl,750mL,1,7.49,7.49,03-01-2024,750,2,0.11,9815,WINE GROUP INC             
1_HARDERSFIELD_11828,1,11828,Cupcake Svgn Bl,750mL,3,25.47,8.49,06-01-2024,750,2,0.34,9815,WINE GROUP INC             
1_HARDERSFIELD_11828,1,11828,Cupcake Svgn Bl,750mL,1,8.49,8.49,07-01-2024,750,2,0.11,9815,WINE GROUP INC             
1_HARDERSFIELD_11828,1,11828,Cupcake Svgn Bl,750mL,6,50.94,8.49,09-01-2024,750,2,0.68,9815,WINE GROUP INC             
1_HARDERSFIELD_11828,1,11828,Cupcake Svgn Bl,750mL,3,25.47,8.49,12-01-2024,750,2,0.34,9815,WINE GROUP INC             
1_HARDERSFIELD_11828,1,11828,Cupcake Svgn Bl,750mL,4,33.96,8.49,13-01-2024,750,2,0.45,9815,WINE GROUP INC             
1_HARDERSFIELD_11828,1,11828,Cupcake Svgn Bl,750mL,1,8.49,8.49,15-01-2024,750,2,0.11,9815,WINE GROUP INC             
1_HARDERSFIELD_11828,1,11828,Cupcake Svgn Bl,750mL,1,8.49,8.49,20-01-2024,750,2,0.11,9815,WINE GROUP INC             
1_HARDERSFIELD_11828,1,11828,Cupcake Svgn Bl,750mL,7,59.43,8.49,23-01-2024,750,2,0.79,9815,WINE GROUP INC             
1_HARDERSFIELD_11828,1,11828,Cupcake Svgn Bl,750mL,2,16.98,8.49,24-01-2024,750,2,0.22,9815,WINE GROUP INC             
1_HARDERSFIELD_11828,1,11828,Cupcake Svgn Bl,750mL,2,16.98,8.49,28-01-2024,750,2,0.22,9815,WINE GROUP INC             
1_HARDERSFIELD_11828,1,11828,Cupcake Svgn Bl,750mL,2,16.98,8.49,30-01-2024,750,2,0.22,9815,WINE GROUP INC             
1_HARDERSFIELD_1186,1,1186,Evan Williams Single Barrel,750mL,1,27.99,27.99,18-01-2024,750,1,0.79,3924,HEAVEN HILL DISTILLERIES   
1_HARDERSFIELD_11888,1,11888,Penfolds Koonunga Hills Shir,750mL,1,10.99,10.99,01-01-2024,750,2,0.11,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_11888,1,11888,Penfolds Koonunga Hills Shir,750mL,1,10.99,10.99,02-01-2024,750,2,0.11,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_11888,1,11888,Penfolds Koonunga Hills Shir,750mL,1,10.99,10.99,09-01-2024,750,2,0.11,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_11888,1,11888,Penfolds Koonunga Hills Shir,750mL,1,10.99,10.99,13-01-2024,750,2,0.11,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_11888,1,11888,Penfolds Koonunga Hills Shir,750mL,2,21.98,10.99,15-01-2024,750,2,0.22,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_11888,1,11888,Penfolds Koonunga Hills Shir,750mL,1,10.99,10.99,18-01-2024,750,2,0.11,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_11888,1,11888,Penfolds Koonunga Hills Shir,750mL,1,10.99,10.99,21-01-2024,750,2,0.11,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_11888,1,11888,Penfolds Koonunga Hills Shir,750mL,1,10.99,10.99,29-01-2024,750,2,0.11,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_11888,1,11888,Penfolds Koonunga Hills Shir,750mL,1,10.99,10.99,31-01-2024,750,2,0.11,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_11957,1,11957,Souverain Cab Svgn N Cst,750mL,1,14.99,14.99,07-01-2024,750,2,0.11,3252,E & J GALLO WINERY         
1_HARDERSFIELD_11957,1,11957,Souverain Cab Svgn N Cst,750mL,1,14.99,14.99,08-01-2024,750,2,0.11,3252,E & J GALLO WINERY         
1_HARDERSFIELD_11957,1,11957,Souverain Cab Svgn N Cst,750mL,1,14.99,14.99,09-01-2024,750,2,0.11,3252,E & J GALLO WINERY         
1_HARDERSFIELD_11957,1,11957,Souverain Cab Svgn N Cst,750mL,1,14.99,14.99,12-01-2024,750,2,0.11,3252,E & J GALLO WINERY         
1_HARDERSFIELD_11957,1,11957,Souverain Cab Svgn N Cst,750mL,1,14.99,14.99,22-01-2024,750,2,0.11,3252,E & J GALLO WINERY         
1_HARDERSFIELD_11957,1,11957,Souverain Cab Svgn N Cst,750mL,1,14.99,14.99,23-01-2024,750,2,0.11,3252,E & J GALLO WINERY         
1_HARDERSFIELD_11957,1,11957,Souverain Cab Svgn N Cst,750mL,1,14.99,14.99,24-01-2024,750,2,0.11,3252,E & J GALLO WINERY         
1_HARDERSFIELD_11957,1,11957,Souverain Cab Svgn N Cst,750mL,1,14.99,14.99,29-01-2024,750,2,0.11,3252,E & J GALLO WINERY         
1_HARDERSFIELD_11957,1,11957,Souverain Cab Svgn N Cst,750mL,3,44.97,14.99,31-01-2024,750,2,0.34,3252,E & J GALLO WINERY         
1_HARDERSFIELD_11970,1,11970,Zaccagnini Montepulciano Rsv,750mL,1,18.99,18.99,17-01-2024,750,2,0.11,2000,SOUTHERN WINE & SPIRITS NE 
1_HARDERSFIELD_11970,1,11970,Zaccagnini Montepulciano Rsv,750mL,2,37.98,18.99,23-01-2024,750,2,0.22,2000,SOUTHERN WINE & SPIRITS NE 
1_HARDERSFIELD_11970,1,11970,Zaccagnini Montepulciano Rsv,750mL,4,75.96,18.99,26-01-2024,750,2,0.45,2000,SOUTHERN WINE & SPIRITS NE 
1_HARDERSFIELD_120,1,120,Tarantula Azul Tequila Gift,750mL,1,13.99,13.99,15-01-2024,750,1,0.79,5992,MCCORMICK DISTILLING CO    
1_HARDERSFIELD_120,1,120,Tarantula Azul Tequila Gift,750mL,1,13.99,13.99,28-01-2024,750,1,0.79,5992,MCCORMICK DISTILLING CO    
1_HARDERSFIELD_12069,1,12069,Gnarly Head Pnt Grigio,750mL,1,7.99,7.99,02-01-2024,750,2,0.11,2242,DELICATO VINEYARDS INC     
1_HARDERSFIELD_12069,1,12069,Gnarly Head Pnt Grigio,750mL,2,15.98,7.99,03-01-2024,750,2,0.22,2242,DELICATO VINEYARDS INC     
1_HARDERSFIELD_12069,1,12069,Gnarly Head Pnt Grigio,750mL,2,21.98,10.99,05-01-2024,750,2,0.22,2242,DELICATO VINEYARDS INC     
1_HARDERSFIELD_12069,1,12069,Gnarly Head Pnt Grigio,750mL,5,54.95,10.99,11-01-2024,750,2,0.56,2242,DELICATO VINEYARDS INC     
1_HARDERSFIELD_12069,1,12069,Gnarly Head Pnt Grigio,750mL,2,21.98,10.99,15-01-2024,750,2,0.22,2242,DELICATO VINEYARDS INC     
1_HARDERSFIELD_12069,1,12069,Gnarly Head Pnt Grigio,750mL,1,10.99,10.99,26-01-2024,750,2,0.11,2242,DELICATO VINEYARDS INC     
1_HARDERSFIELD_12078,1,12078,F Coppola Votre Sante Pnt Nr,750mL,1,10.99,10.99,03-01-2024,750,2,0.11,2000,SOUTHERN WINE & SPIRITS NE 
1_HARDERSFIELD_12078,1,12078,F Coppola Votre Sante Pnt Nr,750mL,1,11.99,11.99,13-01-2024,750,2,0.11,2000,SOUTHERN WINE & SPIRITS NE 
1_HARDERSFIELD_12078,1,12078,F Coppola Votre Sante Pnt Nr,750mL,1,11.99,11.99,21-01-2024,750,2,0.11,2000,SOUTHERN WINE & SPIRITS NE 
1_HARDERSFIELD_12078,1,12078,F Coppola Votre Sante Pnt Nr,750mL,1,11.99,11.99,23-01-2024,750,2,0.11,2000,SOUTHERN WINE & SPIRITS NE 
1_HARDERSFIELD_12086,1,12086,Candia Vyds Classic Cab Svgn,750mL,1,13.99,13.99,08-01-2024,750,2,0.11,90046,CANDIA VINEYARDS           
1_HARDERSFIELD_12111,1,12111,LaBelle Winery Cranberry,750mL,1,15.99,15.99,02-01-2024,750,2,0.11,90032,LABELLE VYDS AND WINERY    
1_HARDERSFIELD_12111,1,12111,LaBelle Winery Cranberry,750mL,1,15.99,15.99,29-01-2024,750,2,0.11,90032,LABELLE VYDS AND WINERY    
1_HARDERSFIELD_12111,1,12111,LaBelle Winery Cranberry,750mL,1,15.99,15.99,30-01-2024,750,2,0.11,90032,LABELLE VYDS AND WINERY    
1_HARDERSFIELD_12116,1,12116,Lindemans Bin 85 Pnt Grigio,1.5L,1,14.99,14.99,15-01-2024,1500,2,0.22,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_12116,1,12116,Lindemans Bin 85 Pnt Grigio,1.5L,1,14.99,14.99,19-01-2024,1500,2,0.22,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_12116,1,12116,Lindemans Bin 85 Pnt Grigio,1.5L,1,14.99,14.99,29-01-2024,1500,2,0.22,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_1212,1,1212,DiSaronna Amaretto Sour VAP,750mL,1,19.99,19.99,01-01-2024,750,1,0.79,2555,DISARONNO INTERNATIONAL LLC
1_HARDERSFIELD_1212,1,1212,DiSaronna Amaretto Sour VAP,750mL,1,19.99,19.99,02-01-2024,750,1,0.79,2555,DISARONNO INTERNATIONAL LLC
1_HARDERSFIELD_1212,1,1212,DiSaronna Amaretto Sour VAP,750mL,1,21.99,21.99,06-01-2024,750,1,0.79,2555,DISARONNO INTERNATIONAL LLC
